Station,Route,Begin MP,End MP,Section Length,Location Description,AADT2022
053-0145,0018PM,2.1100,3.1860,1.0760,SR 34 St. George Blvd via Bluff St - SR 8 Sunset Blvd *Old ATR 702*,"50,808"
053-0150,0018PM,3.1860,3.8340,0.6480,SR 8 Sunset Blvd via Bluff St - Snow Cyn/ Red Hills Pkwy,"19,074"
053-0155,0018PM,3.8340,7.6210,3.7870,Snow Cyn Pkwy/Red Hills Pkwy via Bluff St - 4200 N,"9,348"
053-0156,0018PM,7.6210,8.5670,0.9460,4200 North via SR 18 - Ledges Pkwy,"10,538"
053-0160,0018PM,8.5670,12.5900,4.0230,Ledges Pkwy via SR 18 - Diamond Valley Dr,"7,544"
053-0161,0018PM,12.5900,17.3070,4.7170,Diamond Valley Dr via SR 18 - Dammeron Valley E,"5,998"
053-0162,0018PM,17.3070,20.1330,2.8260,Dammeron Valley E via SR 18 - Center St Veyo,"3,996"
053-0165,0018PM,20.1330,26.7620,6.6290,Center St (Veyo) via SR 18 - Pine Valley Hwy (Central),"3,350"
053-0170,0018PM,26.7620,40.3180,13.5560,Pine Valley Hwy (Central) via SR 18 - SR 219 Main St Enterprise,"2,098"
053-0175,0018PM,40.3180,43.0230,2.7050,SR 219 Enterprise via Main St - Bench Rd,"2,255"
021-0080,0018PM,43.0230,50.9916,7.9686,Bench Road via SR 18 - SR 56 Beryl Jct,"1,302"
015-0080,0019PM,0.0000,1.2570,1.2570,I 70 via SR 19 (Main St) - Walnut St (300 W) Green River,"4,824"
015-0085,0019PM,1.2570,1.8420,0.5850,Walnut St (300 W) via SR 19 (Main St) - Green River Blvd,"4,673"
015-0086,0019PM,1.8420,3.1740,1.3320,Green River Blvd via SR 19 (Main St) - Hastings Rd (1200 E),"4,187"
019-0010,0019PM,3.1740,4.5772,1.4032,Hastings Rd (1200 E) via SR 19 - I 70 Green River,"2,911"
021-0085,0020PM,0.0000,20.5566,20.5566,I-15 Panquitch Interchange via SR 20 - SR 89,"2,441"
027-0100,0021PM,0.0000,1.0320,1.0320,Nevada State Line via SR 21 - SR 159 Garrison,177
027-0105,0021PM,1.0320,33.2810,32.2490,SR 159 Garrison via SR 21 - Desert Range Experimental Station,231
001-0025,0021PM,33.2810,76.5250,43.2440,Desert Range Exper Station via SR 21 - 700 W Milford,329
001-0030,0021PM,76.5250,76.9700,0.4450,700 W via Center St - SR 257 (Main St)  Milford,"1,821"
001-0035,0021PM,76.9700,77.2670,0.2970,Center St via Main St - 500 S Milford,"4,267"
001-0040,0021PM,77.2670,77.9280,0.6610,500 S via Main St - Hwy 129  Milford,"2,759"
001-0041,0021PM,77.9280,90.5490,12.6210,Hwy 129 Milford via SR 21 - SR 130 Minersville,"1,843"
001-0045,0021PM,90.5490,96.4960,5.9470,SR 130 via SR 21 - SR 310 Minersville Lake Park,"1,258"
001-0046,0021PM,96.4960,107.1860,10.6900,SR 310 Minersville Lake  via SR 21 - 500 W Beaver *ATR* 405,"1,675"
001-0050,0021PM,107.1860,107.6584,0.4724,500 W via Center St - SR 160 (Main St)  Beaver,"2,255"
017-0070,0022PM,0.0000,6.8710,6.8710,Pavement Change (Antimony) via SR 22 - SR 62 (Otter Creek),464
005-0005,0023PM,0.0000,1.5850,1.5850,SR 91 via SR 23 (Center St) - SR 101 (Main St) Wellsville,"1,925"
005-0010,0023PM,1.5850,2.5500,0.9650,SR 101 (Main St) via SR 23 (Center St) - 200 W  Wellsville,"2,889"
005-0016,0023PM,2.5500,6.2980,3.7480,200 W via SR 23 (Center St) Wellsville - 100 E  Mendon,"2,340"
005-0020,0023PM,6.2980,8.0220,1.7240,100 E via SR 23 (100 W) - 700 N  Mendon,"1,648"
005-0025,0023PM,8.0220,10.0640,2.0420,700 N via SR 23 (100 W) Mendon - SR 30,"3,447"
005-0030,0023PM,10.0640,17.6330,7.5690,SR 30 (1000 N) via SR 23 (6000 W) - 300 S  Newton,"1,427"
005-0035,0023PM,17.6330,18.0660,0.4330,300 S via SR 23 (400 W) - SR 142 (7200 N)  Newton,"1,953"
005-0041,0023PM,18.0660,19.2060,1.1400,SR 142 (6800 W) via SR 23 (Main St) - SR 218 (7100 N) Newton,"1,960"
005-0045,0023PM,19.2060,24.2600,5.0540,SR 218 (5900 W) via SR 23 (7100 N) Newton - SR 142 Trenton,"1,998"
005-0050,0023PM,24.2600,28.2490,3.9890,SR 142 (10200 N) Trenton via SR 23 (4800 W) - SR 61 Cornish,"1,309"
005-0060,0023PM,28.2490,29.8490,1.6000,SR 61 (13400 N) Cornish via SR 23 (4800 W) - Idaho State Line,"1,403"
041-0010,0024PM,0.0000,3.5830,3.5830,SR 50 Salina via SR 24 - Center St Aurora,"3,952"
041-0014,0024PM,3.5830,5.3020,1.7190,Center St via SR 24 (700 E)  Aurora - SR 260,"2,339"
041-0011,0024PM,5.3020,7.7140,2.4120,SR 260 Aurora via SR 24 - SR 259 Sigurd Interchange,"4,492"
041-0016,0024PM,7.7140,8.1720,0.4580,SR 259 Sigurd Intchg via SR 24 - SR 118 (State St) ATR 305,"3,643"
041-0020,0024PM,8.1720,10.3480,2.1760,SR 118 via SR 24 (State St) - Black Knolls Rd  Sigurd,"1,589"
041-0025,0024PM,10.3480,16.0120,5.6640,Black Knolls Rd Sigurd via SR 24 - SR 119,912
041-0030,0024PM,16.0120,32.3330,16.3210,SR 119 via SR 24 - SR 62  Koosharem,"1,597"
041-0035,0024PM,32.3330,39.1030,6.7700,SR 62  Koosharem via SR 24 - SR 25  Fish Lake,"1,088"
031-0015,0024PM,39.1030,51.6430,12.5400,SR 25 Fish Lake via SR 24 - SR 72 (500 N) Loa,"1,091"
055-0025,0024PM,51.6430,52.5270,0.8840,SR 72 (500 N) via Main St - Main St Straight  Loa,"2,181"
055-0030,0024PM,52.5270,52.7910,0.2640,Main Street via 300 S - 200 E Loa,"1,726"
055-0031,0024PM,52.7910,60.0930,7.3020,200 E via 300 S (Loa) - 100 N Bicknell,"2,612"
055-0032,0024PM,60.0930,60.5810,0.4880,100 N via SR 24/ Main St - Center St  Bicknell,"2,324"
055-0035,0024PM,60.5810,61.2290,0.6480,Center St via Main St - 400 E/Sunglow Rd  Bicknell,"1,583"
055-0040,0024PM,61.2290,68.2550,7.0260,400 E/Sunglow Rd (Bicknell) via SR 24 - 300 W  Torrey,"1,868"
055-0045,0024PM,68.2550,68.9840,0.7290,300 W via Main St - 300 E  Torrey,"1,684"
055-0050,0024PM,68.9840,69.6430,0.6590,300 E via Main St - SR 12 Torrey,"1,014"
055-0051,0024PM,69.6430,73.4500,3.8070,SR 12 Torrey via SR 24 - Capital Reef NP Sign,"1,641"
055-0055,0024PM,73.4500,88.3890,14.9390,West Capital Reef NP via SR 24 - East Capital Reef NP,"1,240"
055-0060,0024PM,88.3890,116.6870,28.2980,East Capitol Reef NP via SR 24 - SR 95 Hanksville,335
055-0065,0024PM,116.6870,136.2250,19.5380,SR 95 Hanksville via SR 24 - Goblin Valley State Park,472
015-0095,0024PM,136.2250,160.5116,24.2866,Goblin Valley State Park via SR 24 - I 70,781
031-0020,0025PM,0.0000,10.0040,10.0040,SR 24 Fishlake Jct via Fishlake Rd - Bowery Creek Campgnd,235
057-0060,0026PM,0.0000,0.4330,0.4330,SR 126 Roy via SR 26 (Riverdale Rd) - I 15,"22,831"
057-0065,0026PM,0.4330,1.0080,0.5750,I 15 via SR 26 (Riverdale Rd) - I 84  Riverdale,"48,718"
057-0070,0026PM,1.0080,1.3420,0.3340,I 84 via SR 26 (Riverdale Rd) - SR 60 (1050 W)  Riverdale,"49,686"
057-0075,0026PM,1.3420,3.0420,1.7000,SR 60 (1050 W) via SR 26 (Riverdale Rd) - SR 204 (Wall Ave),"53,915"
057-0080,0026PM,3.0420,3.5100,0.4680,SR 204 (Wall Ave) via SR 26 (Riverdale Rd) - 36th St  Ogden,"12,654"
057-0081,0026PM,3.5100,3.7423,0.2323,36th St via SR 26 (Riverdale Rd) - SR 89 Washington Blvd,"10,331"
039-0005,0028PM,0.0000,4.0220,4.0220,SR 89 Gunnison via SR 28 - Main St  Fayette,"3,216"
039-0010,0028PM,4.0220,15.1960,11.1740,Main St Fayette via SR 28 - Yuba Reservior,"2,917"
039-0011,0028PM,15.1960,29.4760,14.2800,Yuba Reservoir via SR 28 - 400 S  Levan *ATR* 431,"2,618"
023-0060,0028PM,29.4760,29.9750,0.4990,400 S via SR 28 (Main St) - SR 78 Levan,"2,930"
023-0065,0028PM,29.9750,30.2310,0.2560,SR 78 via SR 28 (1st E) - 3rd N  Levan,"3,012"
023-0070,0028PM,30.2310,38.7230,8.4920,3rd N Levan via SR 28 - I 15,"2,311"
023-0085,0028PM,38.7230,40.1730,1.4500,I 15 South Nephi via SR 28 (Main St) - 500 S  Nephi,"5,762"
023-0090,0028PM,40.1730,40.7840,0.6110,500 S via SR 28 (Main St) - SR 132 (100 N)  Nephi,"5,979"
023-0095,0028PM,40.7840,41.5910,0.8070,SR 132 (100 N) via SR 28 (Main St) - 900 N  Nephi,"14,347"
023-0100,0028PM,41.5910,42.2110,0.6200,900 N via SR 28 (Main St) - 1500 N  Nephi,"7,897"
023-0101,0028PM,42.2110,43.6684,1.4574,1500 N via SR28 (Main St) - I 15  North Nephi,"7,336"
015-0100,0029PM,0.0000,10.2250,10.2250,Joe's Valley Marina Rd via SR 29 - Cottonwood Cyn Rd,506
015-0105,0029PM,10.2250,14.7870,4.5620,Cottonwood Cyn Rd via SR 29 - SR 57,"1,247"
015-0110,0029PM,14.7870,17.6070,2.8200,SR 57 via SR 29 - Foothill Dr  Orangeville,400
015-0115,0029PM,17.6070,17.8700,0.2630,Foothill Dr via SR 29 (Main St) - 300 N  Orangeville,"1,049"
015-0120,0029PM,17.8700,18.1000,0.2300,Main St via SR 29 (300 N) - Cottonwood View  Orangeville,"3,549"
015-0121,0029PM,18.1000,19.1230,1.0230,Cottonwood View via SR 29 (300 N) - Des-Bee-Dove Orangeville,"2,936"
015-0127,0029PM,19.1230,19.7360,0.6130,Des-Bee-Dove Rd (550 W) via SR 29 - Spartan St  Castledale,"2,814"
015-0126,0029PM,19.7360,21.7936,2.0576,Spartan St via SR 29 - SR 10  Castledale,"2,380"
003-0125,0030PM,0.0000,50.1020,50.1020,Nevada State Line via SR 30 - Road Left to Rosette,455
003-0130,0030PM,50.1020,74.7560,24.6540,Road Left to Rosette via SR 30 - SR 42 Curlew Jct,445
003-0135,0030PM,74.7560,90.6612,15.9052,SR 42 Curlew Jct via SR 30 - I 84  ATR 430,573
003-0140,0030PM,90.6622,91.9470,1.2848,I 15 via SR 30 - SR 13  Riverside,"10,215"
003-0145,0030PM,91.9470,93.1990,1.2520,SR 13 Riverside via SR 30 - SR 81 (4400 W),"7,252"
003-0150,0030PM,93.1990,95.0050,1.8060,SR 81 (4400 W) Fielding via SR 30 - SR 38,"8,042"
003-0155,0030PM,95.0050,102.4030,7.3980,SR 38 Fielding via SR 30 - SR 23 (6000 W)  Mendon,"9,279"
005-0070,0030PM,102.4030,105.9990,3.5960,SR 23 (6000 W) Mendon via SR 30 (1000 N) - 3200 W  Benson,"8,955"
005-0076,0030PM,105.9990,108.7430,2.7440,3200 W Benson via SR 30 (500 N) - SR 252 (1000 W)  Logan,"8,787"
005-0065,0030PM,108.7430,110.0222,1.2792,SR 252 (1000 W) via SR 30 (200 N) - Main St Logan ATR 620,"12,495"
033-0035,0030PM,110.0232,113.2330,3.2098,SR 89 Garden City via SR 30 Bear Lake Blvd - Ideal Beach,"3,829"
033-0040,0030PM,113.2330,119.8260,6.5930,Ideal Beach via SR 30 Bear Lake Blvd - Main St  Laketown,"2,203"
033-0045,0030PM,119.8260,131.8100,11.9840,Main St Laketown via SR 30 - SR 16 Sage Creek Jct,"1,099"
033-0050,0030PM,131.8100,135.7551,3.9451,SR 16 Sage Creek Jct via SR 30 - Wyoming State Line,983
039-0015,0031PM,0.0000,0.6290,0.6290,SR 89 via SR 31 (400 N) - 500 E  Fairview,"1,810"
039-0021,0031PM,0.6290,8.5120,7.8830,500 E via SR 31 (400 N) Fairview - SR 264 to Scofield,"2,380"
039-0025,0031PM,8.5120,13.4140,4.9020,SR 264 Scofield via SR 31 - Skyline Dr,504
039-0026,0031PM,13.4140,13.9480,0.5340,Skyline Dr via SR 31 - Rd to Electric Lake,729
039-0030,0031PM,13.9480,18.2490,4.3010,Rd to Electric Lake via  SR 31 - Joe's Valley Rd,744
015-0130,0031PM,18.2490,21.5890,3.3400,Joes Valley Rd via SR 31 - Electric Lake Dam,915
015-0135,0031PM,21.5890,33.0460,11.4570,Electric Lake Dam via SR 31 - Crandall Cayon,584
015-0140,0031PM,33.0460,37.2370,4.1910,Crandall Canyon via SR 31 - Manti La Sal Natl Forest Bndry,"1,839"
015-0145,0031PM,37.2370,39.0740,1.8370,Manti La Sal Natl Forest Bndry via SR 31 - Bear Creek Camp,"3,736"
015-0150,0031PM,39.0740,40.0830,1.0090,Bear Creek Camp via SR 31 - Power Plant Rd,"5,988"
015-0155,0031PM,40.0830,47.1550,7.0720,Power Plant Rd via SR 31 - 425 W  Huntington,"7,096"
015-0160,0031PM,47.1550,47.7077,0.5527,425 W via SR 31 - SR 10  Huntington,"7,188"
051-0105,0032PM,0.0000,9.8070,9.8070,SR 40 N Heber via SR 32 - Lower River Rd Francis,"3,244"
043-0150,0032PM,9.8070,10.3780,0.5710,Lower River Rd via SR 32  - SR 35  Francis,"2,503"
043-0155,0032PM,10.3780,12.4050,2.0270,SR 35 Francis via SR 32 - SR 248 (200 S)  Kamas,"5,780"
043-0161,0032PM,12.4050,12.6290,0.2240,SR 248 (200 S) via SR 32 - SR 150 (Center St)   Kamas,"7,533"
043-0165,0032PM,12.6290,12.9640,0.3350,SR 150 (Center St) via SR 32 - 300 N  Kamas,"8,443"
043-0170,0032PM,12.9640,17.0570,4.0930,300 N Kamas via SR 32 - Boulderville Rd (4200 N)  Oakley,"5,722"
043-0171,0032PM,17.0570,18.2150,1.1580,Boulderville Rd via SR 32 - Weber Cyn Rd  Oakley,"2,859"
043-0175,0032PM,18.2150,18.7540,0.5390,Weber Cyn Rd via SR 32 - North Bench Rd  Oakley,"3,904"
043-0176,0032PM,18.7540,21.9020,3.1480,North Bench Rd Oakley via SR 32 - Browns Cyn Rd  N Peoa,"3,335"
043-0180,0032PM,21.9020,23.6720,1.7700,Browns Cyn Rd  N Peoa  via SR 32 - SR 302 Rockport St Pk,"1,914"
043-0185,0032PM,23.6720,28.4230,4.7510,SR 302 Rockport St Pk via SR 32 - I 80  Wanship,"2,581"
043-0186,0032PM,28.4230,28.8590,0.4360,I 80 via SR 32 - Hoytsville Rd  Wanship,"3,799"
043-0187,0032PM,28.8590,29.0343,0.1753,Hoytsville Rd via SR 32 - I 80  Wanship,"1,848"
053-0180,0034PM,0.0000,0.5850,0.5850,SR 18 Bluff St via St. George Blvd - Main St,"23,790"
053-0185,0034PM,0.5850,1.4060,0.8210,Main St via St George Blvd - 700 E,"26,437"
053-0190,0034PM,1.4060,1.7610,0.3550,700 E via St. George Blvd - 1000 E,"37,703"
053-0195,0034PM,1.7610,1.9580,0.1970,1000 E via St. George Blvd - I 15,"54,703"
053-0196,0034PM,1.9580,2.1685,0.2105,I 15 via St. George Blvd  - River Road,"46,586"
043-0005,0035PM,0.0000,1.0070,1.0070,SR 32 via SR 35 (Main) - South Willow Way  Francis,"4,441"
043-0006,0035PM,1.0070,4.0510,3.0440,South Willow Way via SR 35 - Bench Creek Rd  Woodland,"2,454"
043-0010,0035PM,4.0510,9.5790,5.5280,Bench Creek Rd via SR 35 - Diamond Bar X Rd  Woodland,"1,190"
051-0005,0035PM,9.5790,15.0190,5.4400,Diamond Bar X Woodland via SR 35 - Mill Hollow Rd *ATR* 512,774
051-0010,0035PM,15.0190,28.5500,13.5310,Mill Hollow Rd via SR 35 - West Fork Duchesne,608
013-0005,0035PM,28.5500,36.5650,8.0150,W Fork Duchesne via SR 35 - Tabby Ln (41824 W)  North Hanna,584
013-0006,0035PM,36.5650,42.0320,5.4670,Tabby Lane (41824 W) North Hanna via SR 35 - 3750 N Tabiona,"5,203"
013-0010,0035PM,42.0320,44.8280,2.7960,3750 N Tabiona via SR 35 - SR 208,"1,527"
013-0015,0035PM,44.8280,61.8662,17.0382,SR 208 via SR 35 - SR 87,783
023-0075,0036PM,0.0000,0.7250,0.7250,SR 6 West Eureka via SR 36 - Mammoth Rd,"1,332"
023-0080,0036PM,0.7250,13.3680,12.6430,Mammoth Rd via SR 36 - Lofgren,902
045-0005,0036PM,13.3680,20.6060,7.2380,Lofgren Rd via SR 36 - Vernon Reservoir Rd,680
045-0010,0036PM,20.6060,21.3890,0.7830,Vernon Reservior Rd via SR 36 - Castagno St Vernon,640
045-0011,0036PM,21.3890,38.6250,17.2360,Castagno St Vernon via SR 36 - SR 199 to Dugway,938
045-0015,0036PM,38.6250,42.4070,3.7820,SR 199 to Dugway via SR 36 - SR 73,"2,098"
045-0020,0036PM,42.4070,47.2840,4.8770,SR 73 via SR 36 - Honerine Ave (250 S)  Stockton,"5,061"
045-0025,0036PM,47.2840,47.9570,0.6730,Honerine Ave (250 S) via SR 36 Conner St - Kings Ave  Stockton,"6,361"
045-0030,0036PM,47.9570,51.2610,3.3040,Kings Ave Stockton via SR 36 - Tooele Army Depot,"7,773"
045-0035,0036PM,51.2610,52.1260,0.8650,Tooele Army Depot via SR 36 - 1220 S  Tooele,"6,366"
045-0040,0036PM,52.1260,53.6530,1.5270,1220 S via SR 36 (Main St) - 400 S Tooele,"13,112"
045-0046,0036PM,53.6530,54.1690,0.5160,400 S via SR 26 (Main St) - Vine St  Tooele,"17,992"
045-0050,0036PM,54.1690,54.4220,0.2530,Vine St via SR 36 (Main St) - Utah Ave  Tooele,"20,773"
045-0055,0036PM,54.4220,54.9910,0.5690,Utah Ave via SR 36 (Main St) - 600 N  Tooele,"31,749"
045-0060,0036PM,54.9910,56.5880,1.5970,600 N via SR 36 (Main St) - 2000 N Tooele,"29,772"
045-0065,0036PM,56.5880,62.6830,6.0950,2000 N Tooele via SR 36  - SR 138 to Grantsville,"25,477"
045-0070,0036PM,62.6830,65.2560,2.5730,SR 138 to Grantsville via SR 36 - Saddleback Blvd  Lake Point,"34,551"
045-0075,0036PM,65.2560,66.1978,0.9418,Saddleback Blvd via SR 36 - I 80  Lake Point,"35,713"
011-0095,0037PM,0.0000,1.0030,1.0030,SR 126 (Main St) via SR 37 (1800 N) - 1000 W  Sunset,"15,828"
011-0100,0037PM,1.0030,2.0030,1.0000,1000 W via SR 37 (1800 N) - SR 108 (2000 W)  Clinton,"17,767"
011-0105,0037PM,2.0030,3.0110,1.0080,SR 108 (2000 W) via SR 37 (1800 N) - 3000 W  Clinton,"16,472"
011-0106,0037PM,3.0110,4.5100,1.4990,3000 W via SR 37 (1800 N) - SR 110 (4500 W)  Clinton,"3,380"
011-0111,0037PM,4.5100,6.1730,1.6630,SR 110 (4500 W) via SR 37 1800 N/5000 W - 5900 S  Hooper,"2,674"
057-0085,0037PM,6.1730,6.6870,0.5140,5900 S via SR 37 (5000 W) - SR 97 (5500 S)  Hooper,"2,274"
057-0090,0037PM,6.6870,10.0180,3.3310,SR 97 (5500 S) via SR 37 (5000 W) - SR 134 (4700 W)  Hooper,"3,207"
057-0095,0037PM,10.0180,11.5150,1.4970,SR 134 (4700 W) via SR 37 (4000 S) - 3500 W  West Haven,"10,149"
057-0096,0037PM,11.5150,12.3483,0.8333,3500 W via SR 37 (4000 S) - SR 108 (Midland Dr)  West Haven,"10,616"
003-0175,0038PM,0.0000,0.5200,0.5200,SR 13 (900 N) via SR 38 (Main St) - 1500 N  Brigham City,"3,090"
003-0180,0038PM,0.5200,6.6550,6.1350,1500 N Brigham City via SR 38 (Main St) - Calls Fort Rd,"3,708"
003-0190,0038PM,6.6550,8.2980,1.6430,Calls Fort Rd via SR 38 - SR 240 (6900 N)  Honeyville,"2,270"
003-0195,0038PM,8.2980,14.0170,5.7190,SR 240 (6900 N) Honeyville via SR 38 - SR 102 Deweyville,"1,698"
003-0201,0038PM,14.0170,18.9540,4.9370,SR 102 Deweyville via SR 38 - SR 30,"3,289"
057-0100,0039PM,0.0000,1.5320,1.5320,SR 134 (4700 W) via SR 39 (1150 S) - 3500 W  West Weber,"6,065"
057-0102,0039PM,1.5320,2.4050,0.8730,3500 W via SR 39 (1200 S) - 2800 W  West Weber,"7,783"
057-0101,0039PM,2.4050,3.5300,1.1250,2800 W via SR 39 (1200 S) - SR 126 (1900 W)  Slaterville,"8,424"
057-0105,0039PM,3.5300,4.0300,0.5000,SR 126 (1900 W) via SR 39 (1200 S) - I 15  Slaterville,"18,625"
057-0110,0039PM,4.0300,4.3540,0.3240,I 15 Slaterville via SR 39 (12th St) - 1200 W,"31,886"
057-0115,0039PM,4.3540,5.9860,1.6320,1200 W via SR 39 (12th St) - SR 204 (Wall Ave)  Ogden,"36,589"
057-0120,0039PM,5.9860,6.4180,0.4320,SR 204 (Wall Ave) via SR 39 (12th St) - SR 89 (Washington Blvd),"25,342"
057-0125,0039PM,6.4180,7.2810,0.8630,SR 89 Washington Blvd via SR 39 (12th St) - Monroe Blvd  Ogden,"23,838"
057-0130,0039PM,7.2810,7.7380,0.4570,Monroe Ave via SR 39 (12th St) - SR 203 (Harrison Blvd)  Ogden,"19,814"
057-0135,0039PM,7.7380,7.9450,0.2070,SR 203 Harrison Blvd via SR 39 (12th St) - Mountain Rd  Ogden,"10,750"
057-0140,0039PM,7.9450,8.7070,0.7620,Mountain Rd (1400 E) via SR 39 Canyon Rd - Valley Dr (1700 S),"7,133"
057-0150,0039PM,8.7070,13.8210,5.1140,Valley Dr 1700 S via SR 39 Canyon Dr - SR 158 Eden ATR 320,"8,878"
057-0155,0039PM,13.8210,16.5970,2.7760,SR 158 Eden via SR 39 Canyon Rd - Old Snow Basin Rd  Huntsville,"4,102"
057-0156,0039PM,16.5970,17.5280,0.9310,Old Snow Basin Rd via SR 39 - SR 167 Trappers Loop Huntsville,"3,872"
057-0157,0039PM,17.5280,19.3620,1.8340,SR 167 Trappers Loop via SR 39 - 100 S Huntsville,"6,768"
057-0160,0039PM,19.3620,21.4860,2.1240,7800 E via SR 39 (100 S) - 9500 E  Huntsville,"2,765"
057-0165,0039PM,21.4860,27.7710,6.2850,9500 E via SR 39 (200 S) - Causey Rd  Huntsville,"1,790"
057-0170,0039PM,27.7710,47.7370,19.9660,Causey Rd via SR 39 - Monte Cristo Cmpgnd,663
033-0171,0039PM,47.7370,47.9490,0.2120,Monte Cristo Cmpgnd via SR 39 - Cache Natl Bndry,310
033-0060,0039PM,47.9490,67.4890,19.5400,Cache Natl Bndry via SR 39 - Cementary Rd  Woodruff,405
033-0065,0039PM,67.4890,67.8350,0.3460,Cemetery Rd via SR 39 - SR 16 (Main St)  Woodruff,536
043-0015,0040PM,0.0000,1.3180,1.3180,I 80 Silver Creek Jct via SR 40 - Silver Summit,"35,985"
043-0017,0040PM,1.3180,4.0150,2.6970,Silver Summit via SR 40 - SR 248 Park City/Kamas,"37,244"
043-0020,0040PM,4.0150,8.2710,4.2560,SR 248 Park City/Kamas via SR 40 - SR 319  Mayflower,"28,845"
051-0023,0040PM,8.2710,13.2800,5.0090,SR 319 Mayflower via SR 40 - SR 32 Francis/Kamas *ATR* 509,"26,882"
051-0030,0040PM,13.2800,15.9730,2.6930,SR 32 Francis/Kamas via SR 40 - 1200 N  Heber,"25,370"
051-0037,0040PM,15.9730,16.5160,0.5430,1200 N via SR 40 - 500 N  Heber,"25,916"
051-0034,0040PM,16.5160,17.0590,0.5430,500 N via SR 40 (Main St) - SR 113 (100 S)  Heber,"30,684"
051-0035,0040PM,17.0590,18.0720,1.0130,SR 113 (100 S) via SR 40 (Main St) - SR 189 (1200 S)  Heber,"34,060"
051-0036,0040PM,18.0720,20.5630,2.4910,SR 189 (1200 S) via SR 40 - 3600 S  Heber,"6,186"
051-0040,0040PM,20.5630,40.3910,19.8280,3600 S Heber via SR 40 - Strawberry Bay Visitors Ctr *ATR* 308,"6,191"
051-0050,0040PM,40.3910,58.0670,17.6760,Strawberry Bay Visitor Center via SR 40 - Currant Creek Rd,"7,111"
013-0016,0040PM,58.0670,62.1280,4.0610,Currant Creek Rd via SR 40 - 45000 W  Fruitland,"15,253"
013-0020,0040PM,62.1280,68.3840,6.2560,45000 W Fruitland via SR 40 - SR 208 to Tabiona,"6,791"
013-0025,0040PM,68.3840,86.1190,17.7350,SR 208 to Tabiona via SR 40 - SR 311 Starvation Reservoir,"7,358"
013-0030,0040PM,86.1190,86.7160,0.5970,SR 311 Starvation Res via SR 40 (Main St) - SR 87  Duchesne,"11,216"
013-0035,0040PM,86.7160,87.0870,0.3710,SR 87 (Center St) via SR 40 (Main St) - East River Rd Duchesne,"7,486"
013-0040,0040PM,87.0870,96.8000,9.7130,East River Rd  Duchesne via SR 40 - Bridgeland,"6,332"
013-0045,0040PM,96.8000,105.1500,8.3500,Bridgerland via SR 40 - Main St  Myton,"5,510"
013-0050,0040PM,105.1500,105.4440,0.2940,"""Main St via SR 40 - """"""""B"""""""" St 300 N  Myton""","8,249"
013-0055,0040PM,105.4440,109.7120,4.2680,"""B"""""""" St (300 N) Myton via SR 40 - SR 87 (3000 S) Roosevelt""","7,815"
013-0060,0040PM,109.7120,111.6120,1.9000,SR 87 (3000 S) via SR 40 - 2000 S  Roosevelt,"9,291"
013-0065,0040PM,111.6120,114.8290,3.2170,2000 S via SR 40 - SR 121 (200 N)  Roosevelt *ATR* 425,"10,533"
013-0070,0040PM,114.8290,115.4700,0.6410,SR 121 via SR 40 (200 N) - Union St  Roosevelt,"15,115"
047-0005,0040PM,115.4700,117.6760,2.2060,Union St Roosevelt via SR 40 (200 N) - 3500 E Ballard,"11,511"
047-0010,0040PM,117.6760,121.6690,3.9930,3500 E Ballard via SR 40 - 7500 E  Fort Duchesne,"10,149"
047-0011,0040PM,121.6690,130.7090,9.0400,7500 E Fort Duchesne via SR 40 - SR 88 to Ouray,"7,600"
047-0015,0040PM,130.7090,141.4000,10.6910,SR 88 Ouray via SR 40 - 2500 W to Maeser,"6,411"
047-0020,0040PM,141.4000,142.8330,1.4330,2500 W to Maeser via SR 40 - 1500 W  Vernal,"8,297"
047-0016,0040PM,142.8330,144.6140,1.7810,1500 W via SR 40 - SR 191 Vernal Ave,"25,375"
047-0025,0040PM,144.6140,146.2040,1.5900,SR 191 Vernal Ave via SR 40 (Main St) - 500 S  Vernal,"15,132"
047-0035,0040PM,146.2040,148.5930,2.3890,500 S via SR 40 (Main St) - SR 45 (1500 E)   Vernal,"18,238"
047-0040,0040PM,148.5930,149.7490,1.1560,SR 45 (1500 E) via SR 40 - 2500 E  Naples,"7,513"
047-0041,0040PM,149.7490,157.4820,7.7330,2500 East Naples via SR 40 - SR 149  Jensen,"4,078"
047-0045,0040PM,157.4820,169.0480,11.5660,SR 149 Jensen via SR 40 - Bonanza Rd,"4,215"
047-0050,0040PM,169.0480,175.0382,5.9902,Bonanza Rd via SR 40 -  Colorado State Line,"3,646"
003-0170,0042PM,0.0000,7.3819,7.3819,Idaho State Line via SR 42 - SR 30 Curlew Jct,275
009-0005,0043PM,0.0000,7.4340,7.4340,Wyoming State Line via SR 43 - 4th W  Manila,"1,357"
